train_step,method,seed,current_difficulty,target_difficulty_steps,eval_difficulty,eval_mode,eval_rap,mean_reward,std_reward,win_rate,threshold_hit,stage_steps,stage_index
4950000,curriculum,44,2,0,2,0,0.25,-14.8,3.3406586176980135,0.0,0,100000,2
5000000,curriculum,44,2,0,2,0,0.25,-11.7,3.7696153649941526,0.0,0,150000,2
5050000,curriculum,44,2,0,2,0,0.25,-15.2,3.736308338453881,0.0,0,200000,2
5100000,curriculum,44,2,0,2,0,0.25,-10.2,8.109253973085318,0.1,0,250000,2
5150000,curriculum,44,2,0,2,0,0.25,-15.0,3.687817782917155,0.0,0,300000,2
5200000,curriculum,44,2,0,2,0,0.25,-9.2,3.026549190084311,0.0,0,350000,2
5250000,curriculum,44,2,0,2,0,0.25,-6.2,7.2083285163760396,0.1,0,400000,2
5300000,curriculum,44,2,0,2,0,0.25,-4.2,6.029925372672534,0.3,0,450000,2
5350000,curriculum,44,2,0,2,0,0.25,2.1,6.670082458260917,0.5,0,500000,2
5400000,curriculum,44,2,0,2,0,0.25,-3.5,6.34428877022476,0.4,0,550000,2
5450000,curriculum,44,2,0,2,0,0.25,-8.3,6.753517601961218,0.1,0,600000,2
5500000,curriculum,44,2,0,2,0,0.25,-8.4,6.421837743200929,0.1,0,650000,2
5550000,curriculum,44,2,0,2,0,0.25,0.0,5.744562646538029,0.4,0,700000,2
5600000,curriculum,44,2,0,2,0,0.25,5.3,6.870953354520754,0.8,0,750000,2
5650000,curriculum,44,2,0,2,0,0.25,0.1,7.673982017179869,0.6,0,800000,2
5700000,curriculum,44,2,0,2,0,0.25,6.8,10.43839068055991,0.8,0,850000,2
5750000,curriculum,44,2,0,2,0,0.25,0.2,5.564171097297422,0.3,0,900000,2
5800000,curriculum,44,2,0,2,0,0.25,1.0,6.340346993658944,0.5,0,950000,2
5850000,curriculum,44,2,0,2,0,0.25,-0.4,9.112628599915613,0.4,0,1000000,2
5900000,curriculum,44,2,0,2,0,0.25,-3.4,8.138795979750322,0.5,0,1050000,2
5950000,curriculum,44,2,0,2,0,0.25,0.3,8.367197858303578,0.6,0,1100000,2
6000000,curriculum,44,2,0,2,0,0.25,3.4,8.380930735902785,0.6,0,1150000,2
6050000,curriculum,44,2,0,2,0,0.25,-3.1,7.049113419430843,0.3,0,1200000,2
6100000,curriculum,44,2,0,2,0,0.25,0.7,8.866228059327145,0.4,0,1250000,2
6150000,curriculum,44,2,0,2,0,0.25,7.5,9.211405973031479,0.8,0,1300000,2
6200000,curriculum,44,2,0,2,0,0.25,8.7,4.050925820105819,1.0,0,1350000,2
6250000,curriculum,44,2,0,2,0,0.25,9.3,7.211795892841117,0.8,0,1400000,2
6300000,curriculum,44,2,0,2,0,0.25,7.2,6.584831053261731,0.8,0,1450000,2
6350000,curriculum,44,2,0,2,0,0.25,4.8,4.6000000000000005,0.8,0,1500000,2
6400000,curriculum,44,2,0,2,0,0.25,2.0,5.709640969448079,0.7,0,1550000,2
6450000,curriculum,44,2,0,2,0,0.25,1.7,13.409325113517086,0.6,0,1600000,2
6500000,curriculum,44,2,0,2,0,0.25,4.2,6.095900261651268,0.8,0,1650000,2
6550000,curriculum,44,2,0,2,0,0.25,13.5,5.2583267300539625,1.0,0,1700000,2
6600000,curriculum,44,2,0,2,0,0.25,8.9,9.38562730988185,0.8,0,1750000,2
6650000,curriculum,44,2,0,2,0,0.25,7.5,9.189668111526117,0.7,0,1800000,2
6700000,curriculum,44,2,0,2,0,0.25,7.6,9.531002045955084,0.7,0,1850000,2
6750000,curriculum,44,2,0,2,0,0.25,7.4,7.618398781896364,0.9,0,1900000,2
6800000,curriculum,44,2,0,2,0,0.25,-2.7,5.23545604508337,0.3,0,1950000,2
6850000,curriculum,44,2,0,2,0,0.25,4.9,7.582216034906945,0.7,0,2000000,2
6900000,curriculum,44,2,0,2,0,0.25,8.5,6.438167441127949,0.9,0,2050000,2
6950000,curriculum,44,2,0,2,0,0.25,6.5,4.944694126030447,0.8,0,2100000,2
7000000,curriculum,44,2,0,2,0,0.25,1.9,12.825365491868059,0.4,0,2150000,2
7050000,curriculum,44,2,0,2,0,0.25,3.4,10.762899237658969,0.6,0,2200000,2
7100000,curriculum,44,2,0,2,0,0.25,8.7,7.029224708315989,0.8,0,2250000,2
7150000,curriculum,44,2,0,2,0,0.25,6.5,4.080441152620633,0.9,0,2300000,2
7200000,curriculum,44,2,0,2,0,0.25,-3.5,9.002777349240622,0.3,0,2350000,2
7250000,curriculum,44,2,0,2,0,0.25,10.3,6.165225056719342,0.9,0,2400000,2
7300000,curriculum,44,2,0,2,0,0.25,10.4,5.76541412215983,0.9,0,2450000,2
7350000,curriculum,44,2,0,2,0,0.25,10.7,3.5791060336346563,1.0,0,2500000,2
7400000,curriculum,44,2,0,2,0,0.25,9.8,4.935585071701226,1.0,0,2550000,2
7450000,curriculum,44,2,0,2,0,0.25,1.1,6.073713855624086,0.6,0,2600000,2
7500000,curriculum,44,2,0,2,0,0.25,5.2,9.15204895091804,0.7,0,2650000,2
7550000,curriculum,44,2,0,2,0,0.25,6.4,6.988562083862459,0.8,0,2700000,2
7600000,curriculum,44,2,0,2,0,0.25,9.8,5.325410782277739,0.9,0,2750000,2
7650000,curriculum,44,2,0,2,0,0.25,6.3,6.9,0.9,0,2800000,2
7700000,curriculum,44,2,0,2,0,0.25,5.9,8.092589202474077,0.8,0,2850000,2
7750000,curriculum,44,2,0,2,0,0.25,4.6,10.938007131100255,0.5,0,2900000,2
7800000,curriculum,44,2,0,2,0,0.25,2.4,8.260750571225353,0.6,0,2950000,2
7850000,curriculum,44,2,0,2,0,0.25,12.8,4.237924020083418,1.0,0,3000000,2
7900000,curriculum,44,2,0,2,0,0.25,8.9,5.906775770248943,0.9,0,3050000,2
7950000,curriculum,44,2,0,2,0,0.25,-0.1,8.734414691323055,0.5,0,3100000,2
8000000,curriculum,44,2,0,2,0,0.25,7.0,7.92464510246358,0.8,0,3150000,2
8050000,curriculum,44,2,0,2,0,0.25,8.4,6.681317235396026,0.9,0,3200000,2
8100000,curriculum,44,2,0,2,0,0.25,9.5,5.06458290484024,0.9,0,3250000,2
8150000,curriculum,44,2,0,2,0,0.25,10.4,4.363484845854286,1.0,0,3300000,2
8200000,curriculum,44,2,0,2,0,0.25,3.9,10.606130302801299,0.7,0,3350000,2
8250000,curriculum,44,2,0,2,0,0.25,6.5,6.989277502002621,0.7,0,3400000,2
8300000,curriculum,44,2,0,2,0,0.25,7.1,6.268173577685928,0.9,0,3450000,2
8350000,curriculum,44,2,0,2,0,0.25,10.4,7.1442284397967,0.9,0,3500000,2
8400000,curriculum,44,2,0,2,0,0.25,7.5,7.088723439378913,0.8,0,3550000,2
8450000,curriculum,44,2,0,2,0,0.25,6.1,7.502666192761078,0.9,0,3600000,2
8500000,curriculum,44,2,0,2,0,0.25,7.4,6.726068688320094,0.9,0,3650000,2
8550000,curriculum,44,2,0,2,0,0.25,3.0,9.2951600308978,0.6,0,3700000,2
8600000,curriculum,44,2,0,2,0,0.25,1.5,9.604686356149273,0.5,0,3750000,2
8650000,curriculum,44,2,0,2,0,0.25,2.3,5.330103188494572,0.7,0,3800000,2
8700000,curriculum,44,2,0,2,0,0.25,5.9,8.371977066380438,0.6,0,3850000,2
8750000,curriculum,44,2,0,2,0,0.25,5.0,5.727128425310541,0.8,0,3900000,2
8800000,curriculum,44,2,0,2,0,0.25,-2.9,10.034440691936945,0.2,0,3950000,2
8850000,curriculum,44,2,0,2,0,0.25,5.8,6.079473661428265,0.9,0,4000000,2
8900000,curriculum,44,2,0,2,0,0.25,3.4,8.345058418010026,0.7,0,4050000,2
8950000,curriculum,44,2,0,2,0,0.25,9.4,6.053098380168622,0.9,0,4100000,2
9000000,curriculum,44,2,0,2,0,0.25,10.7,5.197114584074513,1.0,0,4150000,2
9050000,curriculum,44,2,0,2,0,0.25,8.7,5.762811813689563,0.8,0,4200000,2
9100000,curriculum,44,2,0,2,0,0.25,10.9,4.459820624195552,1.0,0,4250000,2
9150000,curriculum,44,2,0,2,0,0.25,11.5,2.9748949561287032,1.0,0,4300000,2
9200000,curriculum,44,2,0,2,0,0.25,9.2,3.5156791662493894,1.0,0,4350000,2
9250000,curriculum,44,2,0,2,0,0.25,11.1,4.011234224026317,1.0,0,4400000,2
9300000,curriculum,44,2,0,2,0,0.25,8.6,3.4985711369071804,1.0,0,4450000,2
