train_step,method,seed,current_difficulty,target_difficulty_steps,eval_difficulty,eval_mode,eval_rap,mean_reward,std_reward,win_rate,threshold_hit,stage_steps,stage_index
8130080,direct,42,3,50000,3,0,0.25,16.6,4.127953488110059,1.0,1,8130080,0
8530080,direct,42,3,100000,3,0,0.25,18.9,1.57797338380595,1.0,1,8530080,0
8930080,direct,42,3,150000,3,0,0.25,16.1,2.4269322199023193,1.0,1,8930080,0
9330080,direct,42,3,200000,3,0,0.25,13.8,4.422668877499196,1.0,0,9330080,0
9730080,direct,42,3,250000,3,0,0.25,17.6,3.903844259188627,1.0,1,9730080,0
10130080,direct,42,3,300000,3,0,0.25,17.4,2.2891046284519194,1.0,1,10130080,0
10530080,direct,42,3,350000,3,0,0.25,17.8,2.3151673805580453,1.0,1,10530080,0
10930080,direct,42,3,400000,3,0,0.25,17.6,2.764054992217051,1.0,1,10930080,0
11330080,direct,42,3,450000,3,0,0.25,17.5,2.202271554554524,1.0,1,11330080,0
11730080,direct,42,3,500000,3,0,0.25,17.2,2.6381811916545836,1.0,1,11730080,0
12130080,direct,42,3,550000,3,0,0.25,16.6,2.973213749463701,1.0,1,12130080,0
12530080,direct,42,3,600000,3,0,0.25,17.2,1.7204650534085253,1.0,1,12530080,0
12930080,direct,42,3,650000,3,0,0.25,17.5,3.4132096331752027,1.0,1,12930080,0
13330080,direct,42,3,700000,3,0,0.25,18.0,2.0,1.0,1,13330080,0
13730080,direct,42,3,750000,3,0,0.25,17.3,2.685144316419511,1.0,1,13730080,0
14130080,direct,42,3,800000,3,0,0.25,18.4,1.9078784028338913,1.0,1,14130080,0
14530080,direct,42,3,850000,3,0,0.25,18.4,2.154065922853802,1.0,1,14530080,0
14930080,direct,42,3,900000,3,0,0.25,18.0,2.8284271247461903,1.0,1,14930080,0
15330080,direct,42,3,950000,3,0,0.25,18.4,2.4979991993593593,1.0,1,15330080,0
15730080,direct,42,3,1000000,3,0,0.25,19.1,1.6401219466856727,1.0,1,15730080,0
16130080,direct,42,3,1050000,3,0,0.25,17.7,2.1,1.0,1,16130080,0
16530080,direct,42,3,1100000,3,0,0.25,17.4,2.4979991993593593,1.0,1,16530080,0
16930080,direct,42,3,1150000,3,0,0.25,17.9,1.8681541692269403,1.0,1,16930080,0
17330080,direct,42,3,1200000,3,0,0.25,19.2,1.7776388834631176,1.0,1,17330080,0
17730080,direct,42,3,1250000,3,0,0.25,17.7,2.451530134426253,1.0,1,17730080,0
18130080,direct,42,3,1300000,3,0,0.25,18.5,2.0615528128088303,1.0,1,18130080,0
18530080,direct,42,3,1350000,3,0,0.25,16.9,3.83275357934736,1.0,1,18530080,0
18930080,direct,42,3,1400000,3,0,0.25,17.9,2.118962010041709,1.0,1,18930080,0
19330080,direct,42,3,1450000,3,0,0.25,19.0,2.756809750418044,1.0,1,19330080,0
19730080,direct,42,3,1500000,3,0,0.25,18.2,1.98997487421324,1.0,1,19730080,0
20130080,direct,42,3,1550000,3,0,0.25,17.7,2.8653097563788803,1.0,1,20130080,0
20530080,direct,42,3,1600000,3,0,0.25,19.0,1.8439088914585775,1.0,1,20530080,0
20930080,direct,42,3,1650000,3,0,0.25,17.9,2.5475478405713994,1.0,1,20930080,0
21330080,direct,42,3,1700000,3,0,0.25,18.6,1.3564659966250538,1.0,1,21330080,0
21730080,direct,42,3,1750000,3,0,0.25,19.1,2.1656407827707715,1.0,1,21730080,0
22130080,direct,42,3,1800000,3,0,0.25,18.3,2.147091055358389,1.0,1,22130080,0
22530080,direct,42,3,1850000,3,0,0.25,18.8,2.3579652245103193,1.0,1,22530080,0
22930080,direct,42,3,1900000,3,0,0.25,19.6,1.2,1.0,1,22930080,0
23330080,direct,42,3,1950000,3,0,0.25,16.7,3.0016662039607267,1.0,1,23330080,0
23730080,direct,42,3,2000000,3,0,0.25,18.4,2.244994432064365,1.0,1,23730080,0
24130080,direct,42,3,2050000,3,0,0.25,19.2,1.661324772583615,1.0,1,24130080,0
24530080,direct,42,3,2100000,3,0,0.25,18.4,1.907878402833891,1.0,1,24530080,0
24930080,direct,42,3,2150000,3,0,0.25,18.9,2.071231517720798,1.0,1,24930080,0
25330080,direct,42,3,2200000,3,0,0.25,17.7,2.3685438564654024,1.0,1,25330080,0
25730080,direct,42,3,2250000,3,0,0.25,17.3,2.4919871588754225,1.0,1,25730080,0
26130080,direct,42,3,2300000,3,0,0.25,18.1,2.3,1.0,1,26130080,0
26530080,direct,42,3,2350000,3,0,0.25,17.9,2.211334438749598,1.0,1,26530080,0
26930080,direct,42,3,2400000,3,0,0.25,17.3,2.3259406699226015,1.0,1,26930080,0
27330080,direct,42,3,2450000,3,0,0.25,15.8,1.9390719429665317,1.0,1,27330080,0
27730080,direct,42,3,2500000,3,0,0.25,18.5,1.8027756377319946,1.0,1,27730080,0
28130080,direct,42,3,2550000,3,0,0.25,18.1,2.3,1.0,1,28130080,0
28530080,direct,42,3,2600000,3,0,0.25,17.2,2.481934729198171,1.0,1,28530080,0
28930080,direct,42,3,2650000,3,0,0.25,18.5,1.9621416870348585,1.0,1,28930080,0
29330080,direct,42,3,2700000,3,0,0.25,18.5,4.455333881989093,1.0,1,29330080,0
29730080,direct,42,3,2750000,3,0,0.25,17.8,2.7856776554368237,1.0,1,29730080,0
30130080,direct,42,3,2800000,3,0,0.25,17.3,2.9,1.0,1,30130080,0
30530080,direct,42,3,2850000,3,0,0.25,18.3,2.758622844826744,1.0,1,30530080,0
400000,direct,42,3,50000,3,0,0.25,-21.0,0.0,0.0,0,400000,0
800000,direct,42,3,100000,3,0,0.25,-3.2,13.280060240827224,0.5,0,800000,0
