method,train_step,mean_reward,reward_std
curriculum,6950000,-8.366666666666667,12.94037608933115
curriculum,7000000,-8.266666666666667,8.80473357537486
curriculum,7050000,-4.8,7.1126647608333124
curriculum,7100000,-1.4666666666666675,9.087537253477057
curriculum,7150000,-2.8666666666666667,8.47368475536666
curriculum,7200000,-8.166666666666666,5.093459858812409
curriculum,7250000,2.466666666666667,6.880649194177344
curriculum,7300000,3.0333333333333337,7.894512862319837
curriculum,7350000,1.7666666666666666,8.016441438277544
curriculum,7400000,1.6666666666666667,8.523692470598252
curriculum,7450000,4.066666666666667,2.814841617806113
curriculum,7500000,0.8333333333333334,3.797806384392619
curriculum,7550000,4.5,2.066397831977183
curriculum,7600000,6.433333333333334,3.5076107727815717
curriculum,7650000,6.666666666666667,1.0016652800877808
curriculum,7700000,-0.06666666666666672,5.901129835322498
curriculum,7750000,2.5666666666666664,1.8175074506954114
curriculum,7800000,3.6,2.253885533916929
curriculum,7850000,8.933333333333334,3.3857544703261246
curriculum,7900000,6.133333333333333,2.482606157515391
curriculum,7950000,2.9333333333333336,2.7610384519838425
curriculum,8000000,8.533333333333333,4.404921490030592
curriculum,8050000,9.0,0.7211102550927979
curriculum,8100000,9.666666666666666,1.855622087962237
curriculum,8150000,10.233333333333333,1.9553345834749951
curriculum,8200000,6.833333333333333,3.1134118476894974
curriculum,8250000,9.866666666666667,2.9365512652316044
curriculum,8300000,10.333333333333334,2.8746014216467177
curriculum,8350000,8.766666666666666,1.6010413278030444
curriculum,8400000,7.933333333333334,1.8876793513023695
curriculum,8450000,9.0,2.515949125081825
curriculum,8500000,9.6,2.690724809414742
curriculum,8550000,4.766666666666667,5.085600587279081
curriculum,8600000,9.333333333333334,7.3582153633427545
curriculum,8650000,9.533333333333333,6.453164598345011
curriculum,8700000,8.733333333333334,2.5658007197234425
curriculum,8750000,9.933333333333334,4.301550108197431
curriculum,8800000,5.366666666666667,7.161936423435587
curriculum,8850000,8.166666666666666,2.3501772982763094
curriculum,8900000,9.033333333333333,5.60029761113937
curriculum,8950000,10.766666666666666,1.1930353445448845
curriculum,9000000,10.733333333333334,1.3503086067019392
curriculum,9050000,10.966666666666667,2.2030282189144414
curriculum,9100000,10.733333333333334,0.20816659994661335
curriculum,9150000,10.166666666666666,3.121431295629192
curriculum,9200000,9.966666666666667,1.7785762095938804
curriculum,9250000,12.133333333333333,0.960902353693305
curriculum,9300000,10.4,2.233830790368869
curriculum,9350000,9.533333333333333,0.2516611478423586
curriculum,9400000,12.466666666666667,1.0016652800877812
curriculum,9450000,10.700000000000001,3.9585350825778973
curriculum,9500000,10.466666666666667,2.51462389500564
curriculum,9550000,10.533333333333333,1.6010413278030433
curriculum,9600000,11.6,0.6082762530298222
curriculum,9650000,11.033333333333333,1.761628034896509
curriculum,9700000,9.166666666666666,4.62313025268955
curriculum,9750000,11.266666666666666,0.5507570547286111
curriculum,9800000,12.799999999999999,1.7999999999999994
curriculum,9850000,12.333333333333334,1.1060440015358037
curriculum,9900000,11.5,0.3999999999999999
curriculum,9950000,12.433333333333332,1.913983629327412
curriculum,10000000,10.666666666666666,1.8717193521821944
curriculum,10050000,13.133333333333333,2.1361959960016152
curriculum,10100000,12.633333333333335,3.0435724623102587
curriculum,10150000,11.9,1.3856406460551012
curriculum,10200000,11.866666666666667,2.7934447074057744
curriculum,10250000,12.633333333333333,2.4419937209856477
curriculum,10300000,13.9,2.858321185591291
curriculum,10350000,11.766666666666666,1.320353488022557
curriculum,10400000,13.866666666666665,2.214347157365648
curriculum,10450000,12.566666666666668,2.6083200212652846
curriculum,10500000,12.333333333333334,2.9280255007997007
curriculum,10550000,11.933333333333332,0.9291573243177567
curriculum,10600000,14.066666666666668,0.20816659994661332
curriculum,10650000,13.9,1.2000000000000004
curriculum,10700000,12.700000000000001,1.539480431834066
curriculum,10750000,11.833333333333334,3.9526362510776694
curriculum,10800000,10.866666666666667,5.750072463311514
curriculum,10850000,13.866666666666667,3.707200201409864
curriculum,10900000,11.833333333333334,3.055050463303893
curriculum,10950000,11.233333333333334,1.6623276853055582
curriculum,11000000,14.200000000000001,1.7578395831246938
curriculum,11050000,12.666666666666666,2.7153882472555058
curriculum,11100000,11.266666666666666,3.3201405592735567
curriculum,11150000,11.433333333333332,3.0892285984260432
curriculum,11200000,12.066666666666668,4.257150846908449
curriculum,11250000,13.4,1.410673597966587
curriculum,11300000,12.633333333333333,2.9022979401386992
curriculum,11350000,13.033333333333333,4.798263574808425
curriculum,11400000,13.6,4.0730823708832595
curriculum,11450000,12.200000000000001,4.6604720790924175
curriculum,11500000,13.966666666666667,2.6689573494781316
curriculum,11550000,14.366666666666667,3.4559128075420715
curriculum,11600000,15.333333333333334,2.8005951748393287
curriculum,11650000,16.133333333333333,3.4078341117685493
curriculum,11700000,16.833333333333332,2.2810816147900828
curriculum,11750000,15.5,3.2078029864690882
curriculum,11800000,16.2,2.605762844159076
curriculum,11850000,13.933333333333332,5.953430383680768
curriculum,11900000,12.1,5.109794516416487
curriculum,11950000,14.5,3.2695565448543626
curriculum,12000000,14.6,3.9837168574084174
curriculum,12050000,15.1,3.835361782153021
curriculum,12100000,12.666666666666666,2.1548395145191983
curriculum,12150000,15.966666666666667,2.3860706890897685
curriculum,12200000,16.533333333333335,2.369247419188913
curriculum,12250000,15.9,2.3065125189341598
curriculum,12300000,14.666666666666666,4.135617648348713
curriculum,12350000,15.166666666666666,3.8734136537856805
curriculum,12400000,16.766666666666666,2.0840665376454113
curriculum,12450000,15.700000000000001,3.862641583165594
curriculum,12500000,14.0,4.063249930782009
curriculum,12550000,14.633333333333333,3.234707611722168
curriculum,12600000,13.966666666666669,3.572580766523457
curriculum,12650000,13.6,2.4556058315617344
curriculum,12700000,16.766666666666666,1.5373136743466933
curriculum,12750000,13.6,4.570557952810574
curriculum,12800000,14.9,2.5119713374160946
curriculum,12850000,14.366666666666667,4.22532050066422
curriculum,12900000,15.366666666666667,4.085747585611886
curriculum,12950000,13.766666666666666,2.608320021265284
curriculum,13000000,14.366666666666667,2.89194283023253
curriculum,13050000,16.400000000000002,2.7221315177632386
curriculum,13100000,16.400000000000002,2.9103264421710495
curriculum,13150000,15.5,2.986636904613616
curriculum,13200000,15.266666666666666,2.48260615751539
curriculum,13250000,15.866666666666667,2.757414247684474
curriculum,13300000,15.466666666666669,1.738773514099332
curriculum,13350000,15.4,4.543126676640219
curriculum,13400000,15.533333333333333,3.4297716153314544
curriculum,13450000,14.266666666666667,2.9871948937646065
curriculum,13500000,16.099999999999998,1.5874507866387546
curriculum,13550000,15.899999999999999,2.4576411454889002
curriculum,13600000,14.666666666666666,3.464582706955245
curriculum,13650000,16.7,1.4
curriculum,13700000,16.8,2.9206163733020474
curriculum,13750000,15.833333333333334,2.3007245235649862
curriculum,13800000,15.299999999999999,2.954657340538831
curriculum,13850000,15.133333333333333,2.7682726262659423
curriculum,13900000,16.666666666666668,2.2278539748675943
curriculum,13950000,16.46666666666667,1.9756855350316604
curriculum,14000000,14.466666666666667,3.2036437588054847
curriculum,14050000,15.333333333333334,1.9655363983740777
curriculum,14100000,16.400000000000002,2.8160255680657444
curriculum,14150000,16.433333333333334,2.3072349974229613
curriculum,14200000,15.766666666666666,4.389001405027495
curriculum,14250000,15.700000000000001,4.138840417314976
curriculum,14300000,14.5,4.849742261192857
curriculum,14350000,15.133333333333333,2.9263173671584792
curriculum,14400000,15.433333333333332,2.9022979401386992
curriculum,14450000,15.666666666666666,2.0256686138984668
curriculum,14500000,14.733333333333334,3.203643758805485
curriculum,14550000,15.4,2.8844410203711925
curriculum,14600000,15.933333333333335,1.6041612554021305
curriculum,14650000,16.0,2.08806130178211
curriculum,14700000,16.033333333333335,2.8360771028541034
curriculum,14750000,14.633333333333333,2.542308662089114
curriculum,14800000,15.5,2.2869193252058526
curriculum,14850000,14.666666666666666,3.689625093872457
curriculum,14900000,15.033333333333331,4.027819923151148
curriculum,14950000,15.533333333333333,4.565449959569519
curriculum,15000000,15.233333333333334,3.4268547289509264
curriculum,15050000,15.633333333333335,5.493025881363871
curriculum,15100000,17.133333333333333,2.1126602503321106
curriculum,15150000,16.833333333333332,1.686218649325566
curriculum,15200000,17.033333333333335,2.557994005726622
curriculum,15250000,16.566666666666666,1.9857828011475298
curriculum,15300000,15.533333333333331,1.2342339054382403
curriculum,15350000,16.466666666666665,1.7616280348965083
curriculum,15400000,16.366666666666667,2.7227437142216173
curriculum,15450000,16.900000000000002,0.8544003745317538
curriculum,15500000,16.766666666666666,0.7023769168568491
curriculum,15550000,17.2,1.6093476939431077
curriculum,15600000,15.866666666666667,2.635020556529556
curriculum,15650000,17.233333333333334,0.37859388972001895
curriculum,15700000,17.2,0.3605551275463974
curriculum,15750000,17.933333333333334,1.686218649325565
curriculum,15800000,17.233333333333334,1.767295485574876
curriculum,15850000,16.099999999999998,1.1357816691600546
curriculum,15900000,14.933333333333332,2.7537852736430524
curriculum,15950000,17.8,0.8544003745317549
curriculum,16000000,17.099999999999998,1.0535653752852727
curriculum,16050000,17.366666666666664,0.7234178138070231
curriculum,16100000,16.966666666666665,1.069267662156362
curriculum,16150000,15.733333333333334,1.5044378795195676
curriculum,16200000,17.266666666666666,1.1372481406154658
curriculum,16250000,16.0,1.0440306508910544
curriculum,16300000,16.533333333333335,2.2233608194203067
curriculum,16350000,16.966666666666665,1.101514109457222
curriculum,16400000,17.5,1.311487704860399
curriculum,16450000,16.7,0.7211102550927971
curriculum,16500000,16.966666666666665,1.2096831541082695
curriculum,16550000,17.7,0.36055512754639973
curriculum,16600000,17.066666666666666,1.2220201853215573
curriculum,16650000,17.766666666666666,1.2055427546683408
curriculum,16700000,17.033333333333335,1.4294521094927728
curriculum,16750000,16.333333333333332,1.040832999733066
curriculum,16800000,17.066666666666666,0.6506407098647725
curriculum,16850000,17.166666666666668,0.8504900548115376
curriculum,16900000,16.03333333333333,2.1962088546705494
curriculum,16950000,17.2,0.4000000000000008
curriculum,17000000,17.833333333333332,0.6506407098647702
curriculum,17050000,17.466666666666665,0.5507570547286105
curriculum,17100000,17.666666666666668,0.6658328118479404
curriculum,17150000,17.099999999999998,1.1357816691600529
curriculum,17200000,17.0,1.5716233645501712
curriculum,17200008,-13.7,
curriculum,17250000,17.166666666666668,1.5821925715074407
curriculum,17300000,17.8,1.126942766958464
curriculum,17350000,17.666666666666668,0.05773502691896288
curriculum,17400000,18.2,1.058300524425836
curriculum,17450000,16.900000000000002,0.7211102550927978
curriculum,17500000,17.633333333333333,1.3279056191361376
curriculum,17550000,17.433333333333334,1.2662279942148382
curriculum,17600000,18.46666666666667,0.3214550253664308
curriculum,17650000,19.099999999999998,0.7810249675906665
curriculum,17700000,18.166666666666668,0.757187779440036
curriculum,17750000,16.8,0.888819441731559
curriculum,17800000,17.0,0.721110255092798
curriculum,17850000,16.633333333333336,2.1221058723196013
curriculum,17900000,16.400000000000002,0.5291502622129195
curriculum,17950000,16.433333333333334,1.588500340992514
curriculum,18000000,17.3,0.9539392014169478
curriculum,18050000,17.166666666666668,1.0115993936995666
curriculum,18100000,16.933333333333334,0.3785938897200173
curriculum,18150000,17.0,0.8888194417315587
curriculum,18200000,17.166666666666668,1.443375672974065
curriculum,18250000,16.2,0.1999999999999984
curriculum,18300000,16.566666666666666,0.11547005383792423
curriculum,18350000,17.433333333333334,2.3755701070129116
curriculum,18400000,17.46666666666667,1.2662279942148402
curriculum,18450000,15.9,1.1789826122551599
curriculum,18500000,17.833333333333332,0.49328828623162335
curriculum,18550000,18.400000000000002,0.09999999999999876
curriculum,18600000,17.8,0.6999999999999993
curriculum,18650000,17.2,1.3527749258468675
curriculum,18700000,17.2,0.45825756949558144
curriculum,18750000,15.799999999999999,0.6999999999999988
curriculum,18800000,16.566666666666666,1.5502687938977984
curriculum,18850000,17.900000000000002,1.3747727084867527
curriculum,18900000,18.133333333333336,0.8962886439832484
curriculum,18950000,17.5,1.4730919862656229
curriculum,19000000,16.933333333333334,1.0016652800877808
curriculum,19050000,16.366666666666667,0.8962886439832486
curriculum,19100000,17.53333333333333,0.7767453465154031
curriculum,19150000,18.266666666666666,0.4041451884327385
curriculum,19200000,17.099999999999998,0.2645751311064593
curriculum,19250000,17.466666666666665,0.4041451884327376
curriculum,19300000,17.2,0.6244997998398386
curriculum,19350000,16.0,1.3
curriculum,19400000,16.933333333333334,1.2503332889007368
curriculum,19450000,17.466666666666665,0.8144527815247068
curriculum,19500000,17.733333333333334,0.49328828623162513
curriculum,19550000,17.866666666666667,0.4041451884327384
curriculum,19600000,17.333333333333332,0.40414518843273894
curriculum,19650000,17.76666666666667,0.28867513459481314
curriculum,19700000,18.366666666666667,0.3785938897200183
curriculum,19750000,18.133333333333333,0.5131601439446893
curriculum,19800000,17.466666666666665,0.6429100507328648
curriculum,19850000,17.733333333333334,0.9073771725877471
curriculum,19900000,17.2,1.7320508075688772
curriculum,19950000,17.099999999999998,0.8185352771872454
curriculum,20000000,17.8,1.3747727084867518
curriculum,20050000,18.8,0.7211102550927988
curriculum,20100000,17.3,1.0440306508910544
curriculum,20150000,17.466666666666665,0.6429100507328631
curriculum,20200000,17.866666666666664,1.0598742063723106
curriculum,20250000,18.466666666666665,0.7023769168568469
curriculum,20300000,18.7,0.36055512754639973
curriculum,20350000,18.366666666666667,0.3785938897200183
curriculum,20400000,17.633333333333336,0.28867513459481237
curriculum,20450000,17.666666666666668,1.1590225767142477
curriculum,20500000,18.233333333333334,0.15275252316519344
curriculum,20550000,17.2,1.1999999999999993
curriculum,20600000,16.900000000000002,1.6643316977093252
curriculum,20650000,18.5,1.058300524425836
curriculum,20700000,17.033333333333335,1.6258331197676266
curriculum,20750000,18.166666666666668,0.550757054728612
curriculum,20800000,17.2,0.3000000000000016
curriculum,20850000,16.9,1.6093476939431075
curriculum,20900000,17.96666666666667,0.5507570547286121
curriculum,20950000,17.666666666666668,0.6658328118479403
curriculum,21000000,17.066666666666666,1.0503967504392497
curriculum,21050000,17.3,1.4177446878757838
curriculum,21100000,17.233333333333334,1.9295940851208402
curriculum,21150000,18.033333333333335,0.25166114784235766
curriculum,21200000,17.5,0.5567764362830031
curriculum,21250000,18.3,0.6244997998398393
curriculum,21300000,18.166666666666668,0.8504900548115387
curriculum,21350000,17.433333333333334,2.050203241957571
curriculum,21400000,16.900000000000002,0.9165151389911662
curriculum,21450000,17.266666666666666,0.6658328118479402
curriculum,21500000,18.233333333333334,1.1590225767142468
curriculum,21550000,17.933333333333334,2.538372181799457
curriculum,21600000,18.099999999999998,0.6999999999999987
curriculum,21650000,16.366666666666664,5.3687366608293745
curriculum,21700000,18.46666666666667,0.7637626158259734
curriculum,21750000,17.333333333333332,0.9291573243177572
curriculum,21800000,17.566666666666666,1.10151410945722
curriculum,21850000,17.5,0.34641016151377374
curriculum,21900000,18.233333333333334,0.4509249752822892
curriculum,21950000,17.5,1.1000000000000014
curriculum,22000000,17.966666666666665,1.792577287966501
curriculum,22050000,18.599999999999998,0.781024967590665
curriculum,22100000,18.733333333333334,0.3785938897200176
curriculum,22150000,19.0,1.2489995996796786
curriculum,22200000,18.099999999999998,0.3605551275463974
curriculum,22250000,17.2,1.0816653826391969
curriculum,22300000,17.7,1.5
curriculum,22350000,17.766666666666666,1.274100990241092
curriculum,22400000,17.7,1.081665382639196
curriculum,22450000,16.833333333333332,1.6563010998406458
curriculum,22500000,18.03333333333333,1.0016652800877834
curriculum,22550000,16.900000000000002,2.1656407827707693
curriculum,22600000,18.266666666666666,0.1527525231651945
curriculum,22650000,16.833333333333332,0.9814954576223633
curriculum,22700000,16.900000000000002,0.6244997998398399
curriculum,22750000,17.5,0.1732050807568866
curriculum,22800000,17.7,1.058300524425836
curriculum,22850000,17.533333333333335,0.7505553499465135
curriculum,22900000,17.400000000000002,1.4422205101855974
curriculum,22950000,17.900000000000002,1.4730919862656242
curriculum,23000000,18.5,0.6557438524301994
curriculum,23050000,17.666666666666668,1.3316656236958782
curriculum,23100000,18.533333333333335,0.5859465277082296
curriculum,23150000,17.366666666666667,1.4502873278538073
curriculum,23200000,18.400000000000002,0.8717797887081346
curriculum,23250000,16.766666666666666,1.1015141094572205
curriculum,23300000,17.900000000000002,0.8888194417315594
curriculum,23350000,17.099999999999998,2.30651251893416
curriculum,23400000,18.2,0.5567764362830027
curriculum,23450000,17.400000000000002,0.5567764362830007
curriculum,23500000,18.7,0.8717797887081371
curriculum,23550000,18.266666666666666,0.8736894948054114
curriculum,23600000,18.099999999999998,0.17320508075688815
curriculum,23650000,17.3,1.4422205101855974
curriculum,23700000,17.633333333333333,1.1239810200058256
curriculum,23750000,17.5,1.2288205727444494
curriculum,23800000,17.433333333333334,0.4725815626252622
curriculum,23850000,16.733333333333334,1.3428824718989134
curriculum,23900000,17.8,0.8888194417315587
curriculum,23950000,18.099999999999998,0.6557438524302
curriculum,24000000,18.066666666666666,0.3055050463303892
curriculum,24050000,16.900000000000002,0.7000000000000015
curriculum,24100000,17.133333333333333,0.40414518843273917
curriculum,24150000,18.166666666666668,0.3214550253664299
curriculum,24200000,18.400000000000002,0.2999999999999976
curriculum,24250000,17.266666666666666,1.1930353445448858
curriculum,24300000,17.7,1.5588457268119909
curriculum,24350000,18.666666666666668,1.106044001535804
curriculum,24400000,17.833333333333332,0.7571877794400356
curriculum,24450000,18.633333333333333,1.1846237095944578
curriculum,24500000,18.033333333333335,0.378593889720018
curriculum,24550000,17.400000000000002,0.17320508075688762
curriculum,24600000,17.0,1.4106735979665896
curriculum,24650000,17.566666666666666,2.173323108360404
curriculum,24700000,17.566666666666666,0.9018499505645792
curriculum,24750000,18.066666666666666,0.25166114784235843
curriculum,24800000,18.333333333333332,1.2503332889007368
curriculum,24850000,17.566666666666666,0.4163331998932251
curriculum,24900000,17.900000000000002,1.212435565298214
curriculum,24950000,17.0,1.74355957741627
curriculum,25000000,17.666666666666668,0.8326663997864536
curriculum,25000968,-12.5,
direct,400000,-21.0,0.0
direct,800000,-4.1000000000000005,6.794850991743675
direct,1200000,4.733333333333333,6.64554988946237
direct,1600000,6.2,4.0853396431631
direct,2000000,10.633333333333333,4.764801499887832
direct,2400000,8.799999999999999,3.9038442591886273
direct,2800000,9.4,4.00374824383352
direct,3200000,10.033333333333333,7.597587336341276
direct,3600000,11.0,3.1575306807693884
direct,4000000,14.333333333333334,2.100793500878497
direct,4400000,16.266666666666666,2.7736858750286304
direct,4800000,14.299999999999999,4.573838650411709
direct,5200000,11.200000000000001,3.3955853692699285
direct,5600000,12.4,2.905167809266789
direct,6000000,13.466666666666669,6.403384521745772
direct,6400000,13.933333333333332,3.8004385711827164
direct,6800000,14.033333333333333,5.5770362499569
direct,7200000,15.966666666666667,1.2503332889007357
direct,7600000,13.333333333333334,3.0022213997860527
direct,8000000,16.7,1.9157244060668015
direct,8130080,16.6,
direct,8400000,15.833333333333334,0.05773502691896288
direct,8530080,18.9,
direct,8800000,17.266666666666666,0.6429100507328639
direct,8930080,16.1,
direct,9200000,16.133333333333336,2.0428737928059415
direct,9330080,13.8,
direct,9600000,17.233333333333334,1.234233905438243
direct,9730080,17.6,
direct,10000000,15.466666666666667,1.5044378795195674
direct,10130080,17.4,
direct,10400000,16.866666666666667,2.182506204649448
direct,10530080,17.8,
direct,10800000,16.099999999999998,1.6462077633154335
direct,10930080,17.6,
direct,11200000,16.566666666666666,3.1770006819850276
direct,11330080,17.5,
direct,11600000,16.133333333333333,2.3245071162148183
direct,11730080,17.2,
direct,12000000,15.866666666666667,3.4588051886935363
direct,12130080,16.6,
direct,12400000,16.0,2.954657340538831
direct,12530080,17.2,
direct,12800000,16.73333333333333,1.4433756729740639
direct,12930080,17.5,
direct,13200000,16.266666666666666,1.274100990241093
direct,13330080,18.0,
direct,13600000,16.733333333333334,1.74737898961082
direct,13730080,17.3,
direct,14000000,16.400000000000002,2.1283796653792755
direct,14130080,18.4,
direct,14400000,17.099999999999998,0.435889894354066
direct,14530080,18.4,
direct,14800000,18.033333333333335,0.8386497083606081
direct,14930080,18.0,
direct,15200000,18.166666666666668,1.0503967504392482
direct,15330080,18.4,
direct,15600000,16.066666666666666,2.6083200212652846
direct,15730080,19.1,
direct,16000000,15.066666666666668,3.8888730158406224
direct,16130080,17.7,
direct,16400000,17.599999999999998,0.9539392014169462
direct,16530080,17.4,
direct,16800000,16.5,1.9519221295943128
direct,16930080,17.9,
direct,17200000,18.066666666666666,2.145538005567213
direct,17330080,19.2,
direct,17600000,17.900000000000002,1.1269427669584637
direct,17730080,17.7,
direct,18000000,17.599999999999998,0.7211102550927969
direct,18130080,18.5,
direct,18400000,16.599999999999998,2.4433583445741234
direct,18530080,16.9,
direct,18800000,15.566666666666668,2.7501515109777737
direct,18930080,17.9,
direct,19200000,17.099999999999998,0.3464101615137768
direct,19330080,19.0,
direct,19600000,17.466666666666665,0.6658328118479411
direct,19730080,18.2,
direct,20000000,17.633333333333333,1.2423096769056154
direct,20130080,17.7,
direct,20400000,16.633333333333336,1.2662279942148393
direct,20530080,19.0,
direct,20800000,17.599999999999998,1.17898261225516
direct,20930080,17.9,
direct,21200000,15.933333333333332,3.2129944496269096
direct,21330080,18.6,
direct,21600000,17.666666666666668,1.6653327995729068
direct,21730080,19.1,
direct,22000000,17.7,0.5291502622129183
direct,22130080,18.3,
